Sku,ProductCode,Pattern,Color,PatternColorCombo,Status,IntroDate,Contents,Width,Direction,HRepeat,VRepeat,CleaningCode,DoubleRubs,Misc,Disclaimer,Uses,Designs,Colors,Origin,PillingGrade,FireCode,Categories,Brand,IsDropShipped,Image,DisplayPrice,Price,SupplementalImages,FullWidthImages,Inventory.ProductCode,Inventory.Rolls,Inventory.Total,Inventory.PurchaseOrders,Inventory.TotalOnPO,Inventory.OnBackorder
10622,EMMALINENEGGSHE,EMMA LINEN,EGGSHELL,EMMA LINEN EGGSHELL,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Off White/Ivory"",""White""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20EGGSHELL.jpg,126.00,12600,null,null,EMMALINENEGGSHE,"[{""ID"":""1737-9582A"",""Quantity"":""1.5""},{""ID"":""1762-9288"",""Quantity"":""17.5""},{""ID"":""1308-7400"",""Quantity"":""9.375""}]",28.375,null,0,0
10636,EMMALINENEUCALY,EMMA LINEN,EUCALYPTUS,EMMA LINEN EUCALYPTUS,M10,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Green"",""Light Green""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20EUCALYPTUS.jpg,126.00,12600,null,null,EMMALINENEUCALY,"[{""ID"":""1737-8478A"",""Quantity"":""3.125""}]",3.125,null,0,0
10613,EMMALINENFAWN,EMMA LINEN,FAWN,EMMA LINEN FAWN,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Linen"",""Natural"",""Taupe/Tan""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20FAWN.jpg,126.00,12600,null,null,EMMALINENFAWN,"[{""ID"":""1737-9584A"",""Quantity"":""12.625""},{""ID"":""1737-9584B"",""Quantity"":""0.875""}]",13.5,null,0,0
10618,EMMALINENGREY,EMMA LINEN,GREY,EMMA LINEN GREY,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Gray"",""Silver/Nickel""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20GREY.jpg,126.00,12600,null,null,EMMALINENGREY,"[{""ID"":""1737-9585A"",""Quantity"":""33.75""}]",33.75,null,0,0
10628,EMMALINENINDIGO,EMMA LINEN,INDIGO,EMMA LINEN INDIGO,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Blue"",""Navy""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20INDIGO.jpg,126.00,12600,null,null,EMMALINENINDIGO,"[{""ID"":""1735-9586A"",""Quantity"":""26.875""},{""ID"":""1704-5961"",""Quantity"":""19.375""}]",46.25,null,0,0
10631,EMMALINENINK,EMMA LINEN,INK,EMMA LINEN INK,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Blue""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20INK.jpg,126.00,12600,null,null,EMMALINENINK,"[{""ID"":""1735-9587A"",""Quantity"":""27.125""},{""ID"":""1729-3802"",""Quantity"":""5.375""}]",32.5,null,0,0
10638,EMMALINENMINT,EMMA LINEN,MINT,EMMA LINEN MINT,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Green"",""Light Green""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20MINT.jpg,126.00,12600,null,null,EMMALINENMINT,"[{""ID"":""1643-9589A"",""Quantity"":""17.375""}]",17.375,null,0,0
10640,EMMALINENMOSS,EMMA LINEN,MOSS,EMMA LINEN MOSS,M10,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Green""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20MOSS.jpg,126.00,12600,null,null,EMMALINENMOSS,"[{""ID"":""1643-9590A"",""Quantity"":""11.375""},{""ID"":""1643-9590B"",""Quantity"":""2""}]",13.375,null,0,0
10651,EMMALINENNICKEL,EMMA LINEN,NICKEL,EMMA LINEN NICKEL,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Gray"",""Silver/Nickel""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20NICKEL.jpg,126.00,12600,null,null,EMMALINENNICKEL,"[{""ID"":""1643-9591A"",""Quantity"":""8""},{""ID"":""1643-9815A"",""Quantity"":""48.25""}]",56.25,null,0,0
10619,EMMALINENOATMEA,EMMA LINEN,OATMEAL,EMMA LINEN OATMEAL,M10,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Linen"",""Natural""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20OATMEAL.jpg,126.00,12600,null,null,EMMALINENOATMEA,"[{""ID"":""1643-9592B"",""Quantity"":""1""},{""ID"":""1643-9592A"",""Quantity"":""0.75""},{""ID"":""1605-0555"",""Quantity"":""6""},{""ID"":""1728-5397"",""Quantity"":""4""}]",11.75,null,0,0
10634,EMMALINENOCEAN,EMMA LINEN,OCEAN,EMMA LINEN OCEAN,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Blue"",""Light Blue""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20OCEAN.jpg,126.00,12600,null,null,EMMALINENOCEAN,"[{""ID"":""1745-9593A"",""Quantity"":""13.125""}]",13.125,null,0,0
10626,EMMALINENOFF WH,EMMA LINEN,OFF WHITE,EMMA LINEN OFF WHITE,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Off White/Ivory"",""White""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20OFF%20WHITE.jpg,126.00,12600,null,null,EMMALINENOFF WH,"[{""ID"":""1541-3917"",""Quantity"":""7.75""},{""ID"":""1834-1814"",""Quantity"":""10.5""},{""ID"":""2009-6601"",""Quantity"":""10.125""}]",28.375,null,0,0
10648,EMMALINENORCHID,EMMA LINEN,ORCHID,EMMA LINEN ORCHID,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Pink"",""Red""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20ORCHID.jpg,126.00,12600,null,null,EMMALINENORCHID,"[{""ID"":""1745-9595A"",""Quantity"":""12.75""},{""ID"":""1502-6625"",""Quantity"":""16.375""}]",29.125,null,0,0
10649,EMMALINENPEWTER,EMMA LINEN,PEWTER,EMMA LINEN PEWTER,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Gray""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20PEWTER.jpg,126.00,12600,null,null,EMMALINENPEWTER,"[{""ID"":""1745-9596A"",""Quantity"":""8.5""}]",8.5,null,0,0
10627,EMMALINENPURE W,EMMA LINEN,PURE WHITE,EMMA LINEN PURE WHITE,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Natural"",""Off White/Ivory"",""White""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20PURE%20WHITE.jpg,126.00,12600,null,null,EMMALINENPURE W,"[{""ID"":""1658-9598A"",""Quantity"":""1.125""},{""ID"":""1213-9938"",""Quantity"":""21.875""}]",23,null,0,0
10621,EMMALINENSAND,EMMA LINEN,SAND,EMMA LINEN SAND,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Natural"",""Taupe/Tan""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20SAND.jpg,126.00,12600,null,null,EMMALINENSAND,"[{""ID"":""1658-9599A"",""Quantity"":""29.75""}]",29.75,null,0,0
10650,EMMALINENSILVER,EMMA LINEN,SILVER,EMMA LINEN SILVER,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Silver/Nickel""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20SILVER.jpg,126.00,12600,null,null,EMMALINENSILVER,"[{""ID"":""1658-9600A"",""Quantity"":""21.675""}]",21.675,null,0,0
10624,EMMALINENSNOW,EMMA LINEN,SNOW,EMMA LINEN SNOW,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Natural"",""White""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20SNOW.jpg,126.00,12600,null,null,EMMALINENSNOW,"[{""ID"":""1641-7401"",""Quantity"":""1.5""},{""ID"":""1143-1954"",""Quantity"":""21""}]",22.5,null,0,0
10645,EMMALINENSPICE,EMMA LINEN,SPICE,EMMA LINEN SPICE,M10,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Rust"",""Spice""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20SPICE.jpg,126.00,12600,null,null,,,,,,
10652,EMMALINENTEAK,EMMA LINEN,TEAK,EMMA LINEN TEAK,M10,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Brown"",""Medium Brown""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20TEAK.jpg,126.00,12600,null,null,EMMALINENTEAK,"[{""ID"":""1652-9603A"",""Quantity"":""6.125""}]",6.125,null,0,0
10635,EMMALINENTIDE,EMMA LINEN,TIDE,EMMA LINEN TIDE,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Aqua/Teal"",""Light Blue""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20TIDE.jpg,126.00,12600,null,null,EMMALINENTIDE,"[{""ID"":""1652-9604A"",""Quantity"":""23.5""}]",23.5,null,0,0
10614,EMMALINENUNBLEA,EMMA LINEN,UNBLEACHED,EMMA LINEN UNBLEACHED,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Natural"",""Taupe/Tan""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20UNBLEACHED.jpg,126.00,12600,null,null,EMMALINENUNBLEA,"[{""ID"":""1219-5975"",""Quantity"":""21.625""},{""ID"":""1655-6668"",""Quantity"":""8""}]",29.625,null,0,0
10643,EMMALINENWHEAT,EMMA LINEN,WHEAT,EMMA LINEN WHEAT,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Gold"",""Natural""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20WHEAT.jpg,126.00,12600,null,null,EMMALINENWHEAT,"[{""ID"":""1655-9606A"",""Quantity"":""24.125""}]",24.125,null,0,0
10625,EMMALINENWOOL,EMMA LINEN,WOOL,EMMA LINEN WOOL,B,9/30/2022 0:00:00,100 % Linen,"54""",UPROLL,0,0,DC,"20,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Bedding"",""Drapery"",""Multipurpose""]","[""Solid"",""Textured Plain""]","[""Linen"",""Natural""]",INDIA,5,"TB 117, UFAC Class 1","[""Linen"",""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/EMMA%20LINEN%20WOOL.jpg,126.00,12600,null,null,EMMALINENWOOL,"[{""ID"":""1655-7226A"",""Quantity"":""1""},{""ID"":""1601-5057"",""Quantity"":""2.125""}]",3.125,null,0,0
9179,ERIC ANCHOR,ERIC,ANCHOR,ERIC ANCHOR,B,10/30/2020 0:00:00,100% POLY,"56""",UPROLL,0,0,W,"50,000",Eco-Friendly C-0 Soil and Stain Resistant,,"[""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Gray"",""Silver/Nickel""]",CHINA,N/A,"CA 117, NFPA 260","[""Easy Clean"",""Solids/Small Scale"",""Wovens""]",Indura Performance,false,https://images.magfabrics.com/fabrics/ERIC%20ANCHOR.jpg,84.00,8400,null,null,ERIC ANCHOR,"[{""ID"":""1144-9347A"",""Quantity"":""31.375""},{""ID"":""1144-8587A"",""Quantity"":""1.75""}]",33.125,null,0,0
9177,ERIC MIDNIGHT,ERIC,MIDNIGHT,ERIC MIDNIGHT,B,10/30/2020 0:00:00,100% POLY,"56""",UPROLL,0,0,W,"50,000",Eco-Friendly C-0 Soil and Stain Resistant,,"[""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Blue""]",CHINA,N/A,"CA 117, NFPA 260","[""Easy Clean"",""Solids/Small Scale"",""Wovens""]",Indura Performance,false,https://images.magfabrics.com/fabrics/ERIC%20MIDNIGHT.jpg,84.00,8400,null,null,ERIC MIDNIGHT,"[{""ID"":""1336-2489A"",""Quantity"":""6""}]",6,null,0,0
9398,ESTELLABLACK,ESTELLA TAPE,BLACK,ESTELLA TAPE BLACK,B,11/4/2020 0:00:00,82POLY/11RAY/7MET,3.15,,,,DC,,Available in whole yardage only.,,"[""Trimmings""]","[""Dots/Circles"",""Solid""]","[""Black""]",CHINA,,,"[""Velvet""]",MagFabrics,true,https://images.magfabrics.com/fabrics/ESTELLA%20TAPE%20BLACK.jpg,79.00,7900,null,null,,,,,,
9340,ESTELLABONE,ESTELLA TAPE,BONE,ESTELLA TAPE BONE,B,11/4/2020 0:00:00,82POLY/11RAY/7MET,3.15,,,,DC,,Available in whole yardage only.,,"[""Trimmings""]","[""Dots/Circles"",""Solid""]","[""Natural"",""Off White/Ivory""]",CHINA,,,"[""Velvet""]",MagFabrics,true,https://images.magfabrics.com/fabrics/ESTELLA%20TAPE%20BONE.jpg,79.00,7900,null,null,,,,,,
9396,ESTELLAKINGFISH,ESTELLA TAPE,KINGFISHER,ESTELLA TAPE KINGFISHER,B,11/4/2020 0:00:00,82POLY/11RAY/7MET,3.15,,,,DC,,Available in whole yardage only.,,"[""Trimmings""]","[""Dots/Circles"",""Solid""]","[""Aqua/Teal""]",CHINA,,,"[""Velvet""]",MagFabrics,true,https://images.magfabrics.com/fabrics/ESTELLA%20TAPE%20KINGFISHER.jpg,79.00,7900,null,null,,,,,,
9394,ESTELLALEMONGR,ESTELLA TAPE,LEMONGRASS,ESTELLA TAPE LEMONGRASS,B,11/4/2020 0:00:00,82POLY/11RAY/7MET,3.15,,,,DC,,Available in whole yardage only.,,"[""Trimmings""]","[""Dots/Circles"",""Solid""]","[""Light Green""]",CHINA,,,"[""Velvet""]",MagFabrics,true,https://images.magfabrics.com/fabrics/ESTELLA%20TAPE%20LEMONGRASS.jpg,79.00,7900,null,null,,,,,,
9391,ESTELLAMAUVE,ESTELLA TAPE,MAUVE,ESTELLA TAPE MAUVE,B,11/4/2020 0:00:00,82POLY/11RAY/7MET,3.15,,,,DC,,Available in whole yardage only.,,"[""Trimmings""]","[""Dots/Circles"",""Solid""]","[""Pink""]",CHINA,,,"[""Velvet""]",MagFabrics,true,https://images.magfabrics.com/fabrics/ESTELLA%20TAPE%20MAUVE.jpg,79.00,7900,null,null,,,,,,
9390,ESTELLAMINK,ESTELLA TAPE,MINK,ESTELLA TAPE MINK,B,11/4/2020 0:00:00,82POLY/11RAY/7MET,3.15,,,,DC,,Available in whole yardage only.,,"[""Trimmings""]","[""Dots/Circles"",""Solid""]","[""Brown""]",CHINA,,,"[""Velvet""]",MagFabrics,true,https://images.magfabrics.com/fabrics/ESTELLA%20TAPE%20MINK.jpg,79.00,7900,null,null,,,,,,
9397,ESTELLAMOONL,ESTELLA TAPE,MOONLIGHT,ESTELLA TAPE MOONLIGHT,B,11/4/2020 0:00:00,82POLY/11RAY/7MET,3.15,,,,DC,,Available in whole yardage only.,,"[""Trimmings""]","[""Dots/Circles"",""Solid""]","[""Blue"",""Navy""]",CHINA,,,"[""Velvet""]",MagFabrics,true,https://images.magfabrics.com/fabrics/ESTELLA%20TAPE%20MOONLIGHT.jpg,79.00,7900,null,null,,,,,,
9388,ESTELLAMUSHROOM,ESTELLA TAPE,MUSHROOM,ESTELLA TAPE MUSHROOM,B,11/4/2020 0:00:00,82POLY/11RAY/7MET,3.15,,,,DC,,Available in whole yardage only.,,"[""Trimmings""]","[""Dots/Circles"",""Solid""]","[""Beige""]",CHINA,,,"[""Velvet""]",MagFabrics,true,https://images.magfabrics.com/fabrics/ESTELLA%20TAPE%20MUSHROOM.jpg,79.00,7900,null,null,,,,,,
9395,ESTELLASEAGLASS,ESTELLA TAPE,SEAGLASS,ESTELLA TAPE SEAGLASS,B,11/4/2020 0:00:00,82POLY/11RAY/7MET,3.15,,,,DC,,Available in whole yardage only.,,"[""Trimmings""]","[""Dots/Circles"",""Solid""]","[""Aqua/Teal"",""Light Blue""]",CHINA,,,"[""Velvet""]",MagFabrics,true,https://images.magfabrics.com/fabrics/ESTELLA%20TAPE%20SEAGLASS.jpg,79.00,7900,null,null,,,,,,
9392,ESTELLASORBET,ESTELLA TAPE,SORBET,ESTELLA TAPE SORBET,B,11/4/2020 0:00:00,82POLY/11RAY/7MET,3.15,,,,DC,,Available in whole yardage only.,,"[""Trimmings""]","[""Dots/Circles"",""Solid""]","[""Coral/Peach""]",CHINA,,,"[""Velvet""]",MagFabrics,true,https://images.magfabrics.com/fabrics/ESTELLA%20TAPE%20SORBET.jpg,79.00,7900,null,null,,,,,,
9393,ESTELLASPICE,ESTELLA TAPE,SPICE,ESTELLA TAPE SPICE,B,11/4/2020 0:00:00,82POLY/11RAY/7MET,3.15,,,,DC,,Available in whole yardage only.,,"[""Trimmings""]","[""Dots/Circles"",""Solid""]","[""Orange"",""Rust""]",CHINA,,,"[""Velvet""]",MagFabrics,true,https://images.magfabrics.com/fabrics/ESTELLA%20TAPE%20SPICE.jpg,79.00,7900,null,null,,,,,,
9389,ESTELLAWOODSM,ESTELLA TAPE,WOODSMOKE,ESTELLA TAPE WOODSMOKE,B,11/4/2020 0:00:00,82POLY/11RAY/7MET,3.15,,,,DC,,Available in whole yardage only.,,"[""Trimmings""]","[""Dots/Circles"",""Solid""]","[""Light Brown"",""Medium Brown""]",CHINA,,,"[""Velvet""]",MagFabrics,true,https://images.magfabrics.com/fabrics/ESTELLA%20TAPE%20WOODSMOKE.jpg,79.00,7900,null,null,,,,,,
9954,ESTELLE GARDEN,ESTELLE,GARDEN,ESTELLE GARDEN,B,1/4/2021 0:00:00,50VISC26POLY24CTN(EMB100VIS),"55""",UPROLL,16.75,18.50,S,"15,000",,,"[""Bedding"",""Drapery"",""Multipurpose""]","[""Floral""]","[""Aqua/Teal"",""Blue"",""Green"",""Pink""]",INDIA,4.50,"PASSES UFAC CL1, CA 117","[""Crewels/Embroideries""]",MagFabrics,false,https://images.magfabrics.com/fabrics/ESTELLE%20GARDEN.jpg,206.00,20600,null,null,ESTELLE GARDEN,"[{""ID"":""1845-2094"",""Quantity"":""1.25""},{""ID"":""1472-4301"",""Quantity"":""18.625""}]",19.875,null,0,0
9173,ETHAN MIDNIGHT,ETHAN,MIDNIGHT,ETHAN MIDNIGHT,B,10/30/2020 0:00:00,100% POLY,"56""",UPROLL,0,0,W,"50,000",Eco-Friendly C-0 Soil and Stain Resistant,,"[""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Blue""]",CHINA,N/A,"CA 117, NFPA 260","[""Easy Clean"",""Solids/Small Scale"",""Wovens""]",Indura Performance,false,https://images.magfabrics.com/fabrics/ETHAN%20MIDNIGHT.jpg,84.00,8400,null,null,ETHAN MIDNIGHT,"[{""ID"":""1435-9482"",""Quantity"":""11.25""},{""ID"":""1435-9484"",""Quantity"":""3.75""}]",15,null,0,0
9174,ETHAN THISTLE,ETHAN,THISTLE,ETHAN THISTLE,B,10/30/2020 0:00:00,100% POLY,"56""",UPROLL,0,0,W,"50,000",Eco-Friendly C-0 Soil and Stain Resistant,,"[""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Lavender"",""Pink""]",CHINA,N/A,"CA 117, NFPA260","[""Easy Clean"",""Solids/Small Scale"",""Wovens""]",Indura Performance,false,https://images.magfabrics.com/fabrics/ETHAN%20THISTLE.jpg,84.00,8400,null,null,ETHAN THISTLE,"[{""ID"":""1254-2485A"",""Quantity"":""8.375""},{""ID"":""1261-2485B"",""Quantity"":""3.125""}]",11.5,null,0,0
