Sku,ProductCode,Pattern,Color,PatternColorCombo,Status,IntroDate,Contents,Width,Direction,HRepeat,VRepeat,CleaningCode,DoubleRubs,Misc,Disclaimer,Uses,Designs,Colors,Origin,PillingGrade,FireCode,Categories,Brand,IsDropShipped,Image,DisplayPrice,Price,SupplementalImages,FullWidthImages,Inventory.ProductCode,Inventory.Rolls,Inventory.Total,Inventory.PurchaseOrders,Inventory.TotalOnPO,Inventory.OnBackorder
10392,MAZENLAKE,MAZEN,LAKE,MAZEN LAKE,B,5/31/2022 0:00:00,"50 POLY, 41 VIS, 9 COT",54,UPROLL,13.5,13.5,S,"30,000",,,"[""Multipurpose"",""Upholstery""]","[""Abstract"",""Contemporary"",""Solid""]","[""Blue""]",INDIA,4,,"[""Velvet""]",MagFabrics,false,https://images.magfabrics.com/fabrics/MAZEN%20LAKE.jpg,146.00,14600,"[""https://images.magfabrics.com/fabrics/MAZEN%20LAKE2.jpg""]","[""https://images.magfabrics.com/fabrics/Full%20Width%20Images/MAZEN%20FULL.jpg""]",MAZENLAKE,"[{""ID"":""1105-2131"",""Quantity"":""4.5""},{""ID"":""1022-6395"",""Quantity"":""7.25""},{""ID"":""1222-6067"",""Quantity"":""7.75""}]",19.5,null,0,0
7756,MCCART FOG,MCCART,FOG,MCCART FOG,B,8/10/2016 0:00:00,55LIN/45RAY,"55""",UPROLL,27.00,25.25,S,"12,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Multipurpose""]","[""Abstract"",""Contemporary""]","[""Gray""]",KOREA,,CA 117,"[""Prints""]",MagFabrics,false,https://images.magfabrics.com/fabrics/MCCART%20FOG.jpg,68.00,6800,null,"[""https://images.magfabrics.com/fabrics/Full%20Width%20Images/MCCART%20FULL.jpg""]",MCCART FOG,"[{""ID"":""1469-5808"",""Quantity"":""8.375""},{""ID"":""1209-7585"",""Quantity"":""6.125""},{""ID"":""1929-6112"",""Quantity"":""21.625""},{""ID"":""1901-4468"",""Quantity"":""2.5""}]",38.625,null,0,0
8062,MCHALLS SMOKE,MCHALLS,SMOKE,MCHALLS SMOKE,B,3/23/2017 0:00:00,100% POLY,"54""",UPROLL,0,0,W,"60,000",,These beautiful colors are created by piece dyeing. Slight color variations from dyelot to dyelot are inherent in this process.,"[""Upholstery""]","[""Solid""]","[""Gray""]",CHINA,4,CA 117,"[""Solids/Small Scale""]",MagFabrics,false,https://images.magfabrics.com/fabrics/MCHALLS%20SMOKE.jpg,52.00,5200,null,null,MCHALLS SMOKE,"[{""ID"":""1307-9818A"",""Quantity"":""2.5""},{""ID"":""1003-9687"",""Quantity"":""17.75""}]",20.25,null,0,0
11858,MEDORAPALM,MEDORA,PALM,MEDORA PALM,B,7/30/2024 0:00:00,"59 VISCOSE, 24 POLY, 11 COTTON, 6 LINEN",54,UPROLL,27.5,15.7,S,"35,000",,,"[""Upholstery""]","[""Leaves"",""Tropical/Botanical""]","[""Green""]",BELGIUM,,"UFAC 1, CA 117","[""Velvet""]",MagFabrics,false,https://images.magfabrics.com/fabrics/MEDORA%20PALM.jpg,169.00,16900,"[""https://images.magfabrics.com/fabrics/MEDORA%20PALM-3.jpg"",""https://images.magfabrics.com/fabrics/MEDORA%20PALM-4.jpg""]","[""https://images.magfabrics.com/fabrics/Full%20Width%20Images/MEDORA%20FULL.jpg""]",MEDORAPALM,"[{""ID"":""2011-2382"",""Quantity"":""11.5""},{""ID"":""2012-2403"",""Quantity"":""1.75""}]",13.25,null,0,0
11769,MELROSETAPEARC,MELROSE EMB TAPE,ARCTIC,MELROSE EMB TAPE ARCTIC,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Light Blue""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20ARCTIC.jpg,72.00,7200,null,null,MELROSETAPEARC,null,0,null,7,7
11763,MELROSETAPEBLUS,MELROSE EMB TAPE,BLUSH,MELROSE EMB TAPE BLUSH,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Pink""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20BLUSH.jpg,72.00,7200,null,null,MELROSETAPEBLUS,null,0,null,7,7
11765,MELROSETAPECLAR,MELROSE EMB TAPE,CLARET,MELROSE EMB TAPE CLARET,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Burgundy""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20CLARET.jpg,72.00,7200,null,null,,,,,,
11756,MELROSETAPECOCO,MELROSE EMB TAPE,COCONUT,MELROSE EMB TAPE COCONUT,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""White""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20COCONUT.jpg,72.00,7200,null,null,,,,,,
11767,MELROSETAPEEMER,MELROSE EMB TAPE,EMERALD,MELROSE EMB TAPE EMERALD,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Green""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20EMERALD.jpg,72.00,7200,null,null,,,,,,
11758,MELROSETAPEFEAT,MELROSE EMB TAPE,FEATHER,MELROSE EMB TAPE FEATHER,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Beige/Tan/Taupe""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20FEATHER.jpg,72.00,7200,null,null,,,,,,
11759,MELROSETAPEGRAY,MELROSE EMB TAPE,GRAY,MELROSE EMB TAPE GRAY,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Gray""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20GRAY.jpg,72.00,7200,null,null,,,,,,
11766,MELROSETAPEKEY,MELROSE EMB TAPE,KEY LIME,MELROSE EMB TAPE KEY LIME,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Green""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20KEY%20LIME.jpg,72.00,7200,null,null,,,,,,
11760,MELROSETAPELAV,MELROSE EMB TAPE,LAVENDER,MELROSE EMB TAPE LAVENDER,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Lavender""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20LAVENDER.jpg,72.00,7200,null,null,,,,,,
11757,MELROSETAPELIN,MELROSE EMB TAPE,LINEN,MELROSE EMB TAPE LINEN,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Beige/Tan/Taupe"",""Natural""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20LINEN.jpg,72.00,7200,null,null,,,,,,
11753,MELROSETAPEMAR,MELROSE EMB TAPE,MARINE,MELROSE EMB TAPE MARINE,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Blue""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20MARINE.jpg,72.00,7200,null,null,,,,,,
11762,MELROSETAPEPAPA,MELROSE EMB TAPE,PAPAYA,MELROSE EMB TAPE PAPAYA,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Orange""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20PAPAYA.jpg,72.00,7200,null,null,,,,,,
11764,MELROSETAPEPEO,MELROSE EMB TAPE,PEONY,MELROSE EMB TAPE PEONY,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Pink""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20PEONY.jpg,72.00,7200,null,null,,,,,,
11754,MELROSETAPEROY,MELROSE EMB TAPE,ROYAL,MELROSE EMB TAPE ROYAL,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Navy""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20ROYAL.jpg,72.00,7200,null,null,,,,,,
11755,MELROSETAPESILV,MELROSE EMB TAPE,SILVER,MELROSE EMB TAPE SILVER,B,6/14/2024 0:00:00,"51% Fibranne, 14% Poly, 29% Metallic",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Metallic"",""Silver/Nickel""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20SILVER.jpg,72.00,7200,null,null,,,,,,
11751,MELROSETAPESKY,MELROSE EMB TAPE,SKYLIGHT,MELROSE EMB TAPE SKYLIGHT,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,Available in whole yardage only.,,"[""Trimmings""]","[""Greek Key""]","[""Aqua/Teal""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20SKYLIGHT.jpg,72.00,7200,null,null,,,,,,
11768,MELROSETAPESPEA,MELROSE EMB TAPE,SPEARMINT,MELROSE EMB TAPE SPEARMINT,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Light Green""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20SPEARMINT.jpg,72.00,7200,null,null,,,,,,
11761,MELROSETAPESUN,MELROSE EMB TAPE,SUNSHINE,MELROSE EMB TAPE SUNSHINE,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Yellow""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20SUNSHINE.jpg,72.00,7200,null,null,,,,,,
11752,MELROSETAPESURF,MELROSE EMB TAPE,SURF,MELROSE EMB TAPE SURF,B,6/14/2024 0:00:00,"51% FIBRANNE, 49% POLYESTER",3.5,,,,S,,,,"[""Trimmings""]","[""Greek Key""]","[""Blue""]",CHINA,,,"[""Tape""]",MagFabrics,true,https://images.magfabrics.com/fabrics/MELROSE%20EMB%20TAPE%20SURF.jpg,72.00,7200,null,null,,,,,,
7839,MEOW INDIGO,MEOW,INDIGO,MEOW INDIGO,B,9/9/2016 0:00:00,55LIN/45CTN,"54""",UPROLL,27.00,25.25,S,"15,000",,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Multipurpose""]","[""Floral"",""Novelty""]","[""Blue""]",CHINA,,CA 117,"[""Prints""]",MagFabrics,false,https://images.magfabrics.com/fabrics/MEOW%20INDIGO.jpg,120.00,12000,null,"[""https://images.magfabrics.com/fabrics/Full%20Width%20Images/MEOW%20FULL.jpg""]",MEOW INDIGO,"[{""ID"":""1645-7626"",""Quantity"":""1.75""},{""ID"":""1473-4057"",""Quantity"":""14""},{""ID"":""1230-4500"",""Quantity"":""11.625""}]",27.375,null,0,0
8894,MESA GARDEN,MESA,GARDEN,MESA GARDEN,B,12/9/2019 0:00:00,100% COTTON,"54""",UPROLL,0.0,17.0,S,NA,,,"[""Multipurpose""]","[""Abstract"",""Contemporary""]","[""Blue"",""Multi-Color""]",INDIA,NA,NA,"[""Prints""]",MagFabrics,false,https://images.magfabrics.com/fabrics/MESA%20GARDEN.jpg,108.00,10800,null,"[""https://images.magfabrics.com/fabrics/Full%20Width%20Images/MESA%20FULL.jpg""]",MESA GARDEN,"[{""ID"":""1615-6828"",""Quantity"":""8.375""},{""ID"":""1615-6828B"",""Quantity"":""3""},{""ID"":""1438-4290"",""Quantity"":""37.7""}]",49.075,null,0,0
8283,MICHIE NEUTRAL,MICHIE,NEUTRAL,MICHIE NEUTRAL,B,9/13/2017 0:00:00,54LIN/32CTN,"54""",UPROLL,8.75,9.25,S,,,"This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.","[""Drapery""]","[""Embroidery""]","[""Beige"",""Gold"",""Natural""]",INDIA,,,"[""Sheer""]",MagFabrics,false,https://images.magfabrics.com/fabrics/MICHIE%20NEUTRAL.jpg,144.00,14400,null,null,MICHIE NEUTRAL,"[{""ID"":""1442-2328"",""Quantity"":""25""}]",25,null,0,0
10779,MILESBLACK,MILES,BLACK,MILES BLACK,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Black""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20BLACK.jpg,62.00,6200,null,null,,,,,,
10771,MILESBLUEBERRY,MILES,BLUEBERRY,MILES BLUEBERRY,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Blue"",""Navy""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20BLUEBERRY.jpg,62.00,6200,null,null,,,,,,
10777,MILESBROWN,MILES,BROWN,MILES BROWN,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Brown"",""Dark Brown""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20BROWN.jpg,62.00,6200,null,null,,,,,,
10767,MILESCACTUS,MILES,CACTUS,MILES CACTUS,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Green""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20CACTUS.jpg,62.00,6200,null,null,,,,,,
10751,MILESCARAMEL,MILES,CARAMEL,MILES CARAMEL,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Bronze"",""Brown"",""Medium Brown""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20CARAMEL.jpg,62.00,6200,null,null,MILESCARAMEL,null,0,null,1,1
10754,MILESCEDAR,MILES,CEDAR,MILES CEDAR,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Brown"",""Dark Brown"",""Medium Brown""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20CEDAR.jpg,62.00,6200,null,null,MILESCEDAR,null,0,null,2,2
10760,MILESCHERRY,MILES,CHERRY,MILES CHERRY,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Red""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20CHERRY.jpg,62.00,6200,null,null,,,,,,
10753,MILESCHESTNUT,MILES,CHESTNUT,MILES CHESTNUT,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Brown"",""Dark Brown"",""Medium Brown""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20CHESTNUT.jpg,62.00,6200,null,null,,,,,,
10778,MILESCHOCOLATE,MILES,CHOCOLATE,MILES CHOCOLATE,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Brown"",""Dark Brown""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20CHOCOLATE.jpg,62.00,6200,null,null,,,,,,
10758,MILESCLARET,MILES,CLARET,MILES CLARET,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Burgundy"",""Red""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20CLARET.jpg,62.00,6200,null,null,,,,,,
10708,MILESCOGNAC,MILES,COGNAC,MILES COGNAC,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Brown"",""Dark Brown"",""Medium Brown""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20COGNAC.jpg,62.00,6200,null,null,,,,,,
10781,MILESCREAM,MILES,CREAM,MILES CREAM,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Natural"",""Off White/Ivory"",""White""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20CREAM.jpg,62.00,6200,null,null,,,,,,
10755,MILESEGGPLANT,MILES,EGGPLANT,MILES EGGPLANT,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Purple""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20EGGPLANT.jpg,62.00,6200,null,null,,,,,,
10766,MILESEMERALD,MILES,EMERALD,MILES EMERALD,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Green""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20EMERALD.jpg,62.00,6200,null,null,,,,,,
10763,MILESFOREST,MILES,FOREST,MILES FOREST,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Green""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20FOREST.jpg,62.00,6200,null,null,,,,,,
10764,MILESGRASS,MILES,GRASS,MILES GRASS,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Green""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20GRASS.jpg,62.00,6200,null,null,,,,,,
10785,MILESGRAY,MILES,GRAY,MILES GRAY,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Beige"",""Gray"",""Taupe/Tan""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20GRAY.jpg,62.00,6200,null,null,,,,,,
10775,MILESINK,MILES,INK,MILES INK,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Blue""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20INK.jpg,62.00,6200,null,null,,,,,,
10765,MILESLANDSCAPE,MILES,LANDSCAPE,MILES LANDSCAPE,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Green""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20LANDSCAPE.jpg,62.00,6200,null,null,,,,,,
10762,MILESLEAF,MILES,LEAF,MILES LEAF,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Green"",""Light Green""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20LEAF.jpg,62.00,6200,null,null,,,,,,
10761,MILESLIPSTICK,MILES,LIPSTICK,MILES LIPSTICK,B,2/28/2023 0:00:00,100% PVC,"54""",NON DIRECTIONAL,0.00,0.00,WS,"104,000+","Antibacterial, Antifungal. Contract/hospitality/healthcare. Whole yds only.",,"[""Contract"",""Multipurpose"",""Upholstery""]","[""Solid"",""Textured Plain""]","[""Red""]",CHINA,5,"NFPA260,CA117,UFAC CLASS 1, FMVSS 302","[""Easy Clean"",""Faux Leather/Vinyl"",""Solids/Small Scale"",""Washable""]",Indura Performance,true,https://images.magfabrics.com/fabrics/MILES%20LIPSTICK.jpg,62.00,6200,null,null,,,,,,
