Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status,Dimensions
GRANTEARTHEN,GRANT EARTHEN,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12614</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 31.5</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 27.75</p><p class=""magfabrics-color"">Color: EARTHEN</p><p class=""magfabrics-uses"">Uses: Upholstery</p><p class=""magfabrics-contents"">Contents: 100% POLYESTER</p><p class=""magfabrics-double-rubs"">Double Rubs: 28.000</p><p class=""magfabrics-designs"">Design: Abstract</p><p class=""magfabrics-categories"">Categories: Wovens</p><p class=""magfabrics-width"">Width: 56</p><p class=""magfabrics-cleaning-code"">Cleaning Code: WS</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117</p></div>",MagFabrics,,,Upholstery,TRUE,,,,,,,12614,,,68.975,continue,manual,84.00,,,,,https://images.magfabrics.com/fabrics/GRANT%20EARTHEN.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
GRANTEARTHEN,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/GRANT%20EARTHEN-4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
GURUGRAYMIST,GURU GRAYMIST,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 10345</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 13.75</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 30</p><p class=""magfabrics-color"">Color: GRAYMIST</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 72% COT, 28% POLY</p><p class=""magfabrics-double-rubs"">Double Rubs: 78,000</p><p class=""magfabrics-designs"">Design: Medallion</p><p class=""magfabrics-categories"">Categories: Wovens</p><p class=""magfabrics-width"">Width: 55.5</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: UFAC 1, CA 117</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,10345,,,36.625,continue,manual,108.00,,,,,https://images.magfabrics.com/fabrics/GURU%20GRAYMIST.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
GURU-MARRAKESH,GURU MARRAKESH,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 8980</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 13.75</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 30.00</p><p class=""magfabrics-color"">Color: MARRAKESH</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 72 CTN/28POLY</p><p class=""magfabrics-double-rubs"">Double Rubs: 78,000</p><p class=""magfabrics-designs"">Design: Medallion</p><p class=""magfabrics-categories"">Categories: Wovens</p><p class=""magfabrics-width"">Width: 56""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: PASSES CA 117-2013, UFAC CL1</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,8980,,,11.125,continue,manual,108.00,,,,,https://images.magfabrics.com/fabrics/GURU%20MARRAKESH.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
GWYNNIETAPESTRY,GWYNNIE TAPESTRY,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12607</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 27</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 28.75</p><p class=""magfabrics-color"">Color: TAPESTRY</p><p class=""magfabrics-uses"">Uses: Upholstery</p><p class=""magfabrics-contents"">Contents: 100% POLYESTER</p><p class=""magfabrics-double-rubs"">Double Rubs: 24.000</p><p class=""magfabrics-designs"">Design: Floral, Tapestry</p><p class=""magfabrics-categories"">Categories: Matelasse/Quilted, Wovens</p><p class=""magfabrics-width"">Width: 55.75</p><p class=""magfabrics-cleaning-code"">Cleaning Code: WS</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117</p></div>",MagFabrics,,,Upholstery,TRUE,,,,,,,12607,,,77.7,continue,manual,96.00,,,,,https://images.magfabrics.com/fabrics/GWYNNIE%20TAPESTRY.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
GWYNNIETAPESTRY,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/GWYNNIE%20TAPESTRY-4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
GWYNNIETAPESTRY,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/GWYNNIE%20TAPESTRY-5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
HACKETT-BLUEMOO,HACKETT BLUEMOON,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: These beautiful colors are created by piece dyeing. Slight color variations from dyelot to dyelot are inherent in this process.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 8713</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: BLUEMOON</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% POLY</p><p class=""magfabrics-double-rubs"">Double Rubs: 51,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 56""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: PASSES CA 117, UFAC CL 1</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,8713,,,45.125,continue,manual,80.00,,,,,https://images.magfabrics.com/fabrics/HACKETT%20BLUEMOON.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
HACKETT-CAMEO,HACKETT CAMEO,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: These beautiful colors are created by piece dyeing. Slight color variations from dyelot to dyelot are inherent in this process.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 8711</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: CAMEO</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% POLY</p><p class=""magfabrics-double-rubs"">Double Rubs: 51,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 56""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: PASSES CA 117 & UFAC CL 1</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,8711,,,23.125,continue,manual,80.00,,,,,https://images.magfabrics.com/fabrics/HACKETT%20CAMEO.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
HACKETT-GLACIER,HACKETT GLACIER,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: These beautiful colors are created by piece dyeing. Slight color variations from dyelot to dyelot are inherent in this process.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 8715</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: GLACIER</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% POLY</p><p class=""magfabrics-double-rubs"">Double Rubs: 51,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 56""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: PASSES CA 117 & UFAC CL 1</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,8715,,,21.5,continue,manual,80.00,,,,,https://images.magfabrics.com/fabrics/HACKETT%20GLACIER.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
HACKETT-HUNTER,HACKETT HUNTER,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: These beautiful colors are created by piece dyeing. Slight color variations from dyelot to dyelot are inherent in this process.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 8714</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: HUNTER</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% POLY</p><p class=""magfabrics-double-rubs"">Double Rubs: 51,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 56""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: PASSES CA 117 & UFAC CL 1</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,8714,,,22.5,continue,manual,80.00,,,,,https://images.magfabrics.com/fabrics/HACKETT%20HUNTER.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
HACKETT-IGLOO,HACKETT IGLOO,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: These beautiful colors are created by piece dyeing. Slight color variations from dyelot to dyelot are inherent in this process.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 8709</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: IGLOO</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% POLY</p><p class=""magfabrics-double-rubs"">Double Rubs: 51,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Chenille, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: PASSES CA 117, UFAC CL 1</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,8709,,,139.025,continue,manual,80.00,,,,,https://images.magfabrics.com/fabrics/HACKETT%20IGLOO.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
HALUSK-SPRAY,HALUSK SPRAY,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 8481</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 3.70</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 3.75</p><p class=""magfabrics-color"">Color: SPRAY</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% POLY</p><p class=""magfabrics-double-rubs"">Double Rubs: 60,000</p><p class=""magfabrics-designs"">Design: Animal/Skin</p><p class=""magfabrics-categories"">Categories: Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: UFAC CL 1, CA 117</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,8481,,,73.95,continue,manual,61.00,,,,,https://images.magfabrics.com/fabrics/HALUSK%20SPRAY.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
HAMPTONARIA,HAMPTON ARIA,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 11232</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: ARIA</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 20% LINEN/45% VISC/35% POLYESTER</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 57""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: PASSES CA 117, UFAC 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,11232,,,0,continue,manual,62.00,,,,,https://images.magfabrics.com/fabrics/HAMPTON%20ARIA.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
HAMPTONBEESWAX,HAMPTON BEESWAX,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 11254</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: BEESWAX</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 20% LINEN/45% VISC/35% POLYESTER</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 57""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: PASSES CA 117, UFAC 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,11254,,,,continue,manual,62.00,,,,,https://images.magfabrics.com/fabrics/HAMPTON%20BEESWAX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
HAMPTONBLOSSOM,HAMPTON BLOSSOM,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 11241</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: BLOSSOM</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 20% LINEN/45% VISC/35% POLYESTER</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 57""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: PASSES CA 117, UFAC 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,11241,,,,continue,manual,62.00,,,,,https://images.magfabrics.com/fabrics/HAMPTON%20BLOSSOM.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
HAMPTONBLUSH,HAMPTON BLUSH,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 11240</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: BLUSH</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 20% LINEN/45% VISC/35% POLYESTER</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 57""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: PASSES CA 117, UFAC 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,11240,,,0.875,continue,manual,62.00,,,,,https://images.magfabrics.com/fabrics/HAMPTON%20BLUSH.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
HAMPTONCANARY,HAMPTON CANARY,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 11250</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: CANARY</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 20% LINEN/45% VISC/35% POLYESTER</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 57""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: PASSES CA 117, UFAC 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,11250,,,,continue,manual,62.00,,,,,https://images.magfabrics.com/fabrics/HAMPTON%20CANARY.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
HAMPTONCASHMER,HAMPTON CASHMERE,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 11224</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: CASHMERE</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 20% LINEN/45% VISC/35% POLYESTER</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 57""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: PASSES CA 117, UFAC 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,11224,,,,continue,manual,62.00,,,,,https://images.magfabrics.com/fabrics/HAMPTON%20CASHMERE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
HAMPTONCHALK,HAMPTON CHALK,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 11214</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: CHALK</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 20% LINEN/45% VISC/35% POLYESTER</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 57""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: PASSES CA 117, UFAC 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,11214,,,,continue,manual,62.00,,,,,https://images.magfabrics.com/fabrics/HAMPTON%20CHALK.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
HAMPTONCHARCOA,HAMPTON CHARCOAL,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 11228</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: CHARCOAL</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 20% LINEN/45% VISC/35% POLYESTER</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 57""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: DC</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: PASSES CA 117, UFAC 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,11228,,,,continue,manual,62.00,,,,,https://images.magfabrics.com/fabrics/HAMPTON%20CHARCOAL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
